FName,LName,City,State,HS,Age,Body,Height,Weight,Team,Class,#,RedShirted,Scholarship,Position,Inside,PInside,Jumpshot,PJumpshot,Ft,PFt,3p,P3p,3pUsage,Handling,PHandling,Passing,PPassing,ORb,PORb,DRb,PDRb,PostD,PPostD,PerD,PPerD,Stealing,PStealing,Blocking,PBlocking,Fouling,Quickness,Jumping,Strength,Stamina,Intelligence,OverallPot,Games,Minutes,FGM,FGA,FTM,FTA,3PM,3PA,OReb,DReb,Ast,Stl,Blk,TO,PF,Prestige
Cory,Hightower,Las Palmas De Gran Canaria,Spain,,19,1,79,215,Presbyterian Blue Hose,1,12,0,-1,3,52,66,12,17,35,40,8,13,15,22,33,35,51,57,97,63,99,63,94,20,28,28,35,36,53,43,31,21,88,73,21,0,28,642,70,180,14,52,65,89,10,34,67,28,0,53,50,5
Ethan,Kay,Atchison,KS,Atchison High School,21,4,72,185,Presbyterian Blue Hose,4,32,0,-1,5,64,64,11,16,34,34,0,0,0,31,37,25,26,40,47,77,82,41,45,28,32,21,27,60,63,66,13,24,100,68,49,0,29,521,44,117,35,99,4,4,1,41,24,7,1,14,36,5
Francois,Lewis,Millersburg,PA,Millersburg Area High School,22,4,81,230,Presbyterian Blue Hose,4,15,0,-1,3,56,56,15,16,38,40,22,28,26,85,85,19,24,79,79,95,95,69,69,60,63,27,30,93,93,56,17,41,80,90,76,0,28,502,55,97,0,0,15,25,30,67,24,7,8,28,69,5
Chris,Martin,Tracy,CA,Tracy High School,19,2,72,181,Presbyterian Blue Hose,1,1,0,-1,5,24,41,23,34,47,58,47,62,69,45,45,51,65,5,6,37,46,11,20,19,26,22,34,35,47,2,82,72,25,64,49,0,24,291,27,73,9,29,5,13,5,17,20,10,1,13,27,4
Kody,Shubert,Drexel Hill,PA,Upper Darby High School,22,2,71,160,Presbyterian Blue Hose,1,2,0,-1,5,27,38,46,52,38,38,49,50,59,55,56,44,46,45,56,38,43,13,14,36,40,44,46,8,10,6,84,49,36,63,73,0,22,200,13,31,0,0,9,16,16,18,4,1,11,19,51,2
Armel,TeTe,Cochranton,PA,Cochranton High School,21,3,81,210,Presbyterian Blue Hose,3,11,0,-1,1,13,15,33,45,42,43,26,36,31,49,49,25,31,26,42,23,32,45,49,7,8,7,8,6,7,48,83,73,39,100,88,0,16,140,8,28,1,14,4,5,0,19,11,2,0,11,21,2
JC,Younger,Portola,CA,Portola High School,22,1,76,200,Presbyterian Blue Hose,3,20,-1,-1,5,31,34,25,28,43,47,39,50,42,35,39,13,20,49,53,52,60,26,31,5,6,34,42,24,36,38,83,76,42,100,36,0,14,88,9,20,1,4,10,20,6,13,4,3,1,5,14,2
Ben,Drake,Kintnersville,PA,Palisades High School,21,3,80,225,Presbyterian Blue Hose,4,4,0,-1,3,49,57,45,49,72,76,39,53,62,16,22,18,22,44,50,7,10,11,13,17,21,19,24,29,33,5,90,74,39,77,6,0,14,81,7,19,0,1,8,14,8,14,3,3,2,5,17,2
Noah,Bramlage,New Bethlehem,PA,Redbank Valley High School,19,5,80,225,Princeton Tigers,4,31,0,-1,3,36,59,17,22,44,58,13,17,19,10,20,29,36,21,33,25,32,30,48,25,44,29,42,42,68,78,82,68,40,60,71,0,16,75,2,7,0,1,5,8,1,11,4,1,0,3,5,2
Devin,Cannady,Johnstown,PA,Greater Johnstown High School,22,4,74,182,Princeton Tigers,4,3,0,-1,5,19,22,49,54,91,91,35,39,39,4,4,35,38,12,14,29,40,43,47,50,55,70,70,28,29,67,65,55,62,81,73,0,9,35,3,14,1,8,2,4,2,6,1,0,0,3,5,2
Jerome,Desrosiers,Clarks Summit,PA,Abington Heights High School,20,3,79,230,Princeton Tigers,2,22,0,0,3,24,34,9,9,37,37,24,27,25,33,40,5,5,17,25,41,48,28,34,31,39,11,15,44,56,36,53,74,53,71,28,0,4,7,1,3,1,2,0,0,0,1,1,0,0,1,1,2
Drew,Friberg,Bangor,PA,Bangor Area High School,20,4,78,210,Princeton Tigers,1,5,-1,-1,3,28,48,31,37,38,47,0,0,0,24,45,25,36,35,50,10,18,28,51,26,39,20,34,15,21,85,23,51,63,54,76,0,24,773,105,272,55,146,71,89,14,57,26,16,3,35,42,2
Will,Gladson,San Rafael,CA,Terra Linda High School,21,2,82,240,Princeton Tigers,3,13,-1,-1,3,36,50,22,34,39,41,0,0,0,31,47,16,20,21,32,17,22,36,45,32,50,4,5,22,26,91,40,47,77,53,85,0,24,752,93,225,42,124,24,43,28,84,18,13,4,36,40,2
Richmond,Aririguzoh,Beaver,PA,Beaver Area High School,20,5,81,230,Princeton Tigers,3,34,0,-1,1,38,55,20,28,30,32,5,6,6,22,30,21,37,43,50,31,46,53,74,29,36,10,14,46,56,26,31,33,76,43,42,0,26,718,39,139,7,51,29,47,11,78,56,32,19,57,75,2
Charlie,Bagin,Birmingham,AL,Fultondale High School,19,3,73,170,Princeton Tigers,2,10,0,-1,5,30,49,36,44,20,27,31,48,48,27,33,13,17,38,51,34,49,20,23,14,18,24,35,18,22,52,13,25,81,46,68,0,26,615,77,243,29,97,50,65,11,22,49,19,2,72,56,2
Elijah,Barnes,Chicago,IL,Harlan Community Academy High School,19,1,79,215,Princeton Tigers,2,23,0,-1,3,37,54,26,35,50,59,11,19,21,7,10,25,30,23,37,36,49,61,77,7,10,39,46,41,60,65,11,33,83,85,79,0,25,448,27,91,4,22,24,50,38,74,8,19,8,27,53,2
Elias,Berbari,Canonsburg,PA,Canon-Mcmillan High School,19,2,74,185,Princeton Tigers,4,11,-1,-1,5,33,46,19,31,28,31,3,4,4,8,10,8,10,44,56,39,65,31,47,4,8,11,21,25,40,67,33,44,85,34,32,0,22,441,27,59,3,10,13,27,34,55,9,6,4,26,54,2
Max,Johns,Havertown,PA,Haverford High School,22,4,75,195,Princeton Tigers,1,4,0,-1,5,49,57,48,54,56,56,90,97,100,52,52,53,61,31,36,8,9,49,50,57,66,74,74,9,12,99,86,54,48,67,32,0,25,374,11,42,4,23,14,23,24,31,9,4,8,15,49,5
Jose,Morales,Middletown,KY,Eastern High School,19,1,69,170,Princeton Tigers,3,2,0,-1,5,37,53,25,38,26,36,36,59,69,76,92,41,57,18,23,24,34,25,35,29,49,55,65,10,15,80,100,65,29,45,20,0,22,291,16,61,5,37,6,6,5,17,24,5,0,25,18,4
Sebastian,Much,Double Springs,AL,Winston County High School,22,3,80,220,Princeton Tigers,2,33,-1,-1,3,28,39,43,49,35,35,22,28,25,47,47,54,56,16,23,9,9,6,6,71,72,23,34,5,5,5,78,55,28,88,46,0,9,291,35,99,9,31,16,24,9,31,37,9,3,32,21,4
Vittorio,Reynoso-Avila,Williams,CA,Williams High School,22,1,77,200,Princeton Tigers,3,1,-1,-1,3,21,28,41,59,37,43,47,61,54,36,41,61,81,45,50,7,8,19,26,29,37,26,28,27,31,11,67,69,41,51,21,0,9,217,36,84,9,25,13,24,17,38,10,5,6,20,33,4
Ryan,Schwieger,Lakeland,FL,George W. Jenkins Senior High School,22,4,78,205,Princeton Tigers,2,15,0,-1,5,49,59,31,35,50,50,49,56,66,61,71,22,24,32,32,37,41,12,14,43,46,65,65,34,41,26,64,72,54,82,37,0,8,201,20,47,5,18,10,14,5,26,17,4,1,20,11,4
Myles,Stephens,Chino,CA,Don Antonio Lugo High School,19,4,77,210,Princeton Tigers,4,12,0,-1,5,30,42,33,42,58,74,53,76,83,58,76,59,85,26,45,10,11,11,18,19,24,19,28,10,14,50,72,89,40,36,54,0,9,168,5,14,0,0,11,19,14,23,0,1,10,10,17,4
Ethan,Wright,Visalia,CA,Redwood High School,19,1,75,180,Princeton Tigers,1,14,0,0,5,29,46,5,6,28,29,28,42,40,22,28,21,34,25,40,17,22,12,13,6,8,20,29,12,19,3,46,53,68,43,42,0,5,59,2,9,0,0,0,2,3,10,1,1,3,4,14,4
Jaelin,Llewellyn,Garden Grove,CA,Santiago High School,22,4,74,175,Princeton Tigers,1,0,0,0,5,48,52,24,29,49,51,38,40,35,9,10,48,50,49,59,11,11,12,12,26,31,36,37,42,45,46,45,52,71,69,26,0,3,56,4,7,1,1,0,0,1,2,0,0,0,2,5,4
Alpha,Diallo,East Amherst,NY,Williamsville East High School,21,1,79,213,Providence Friars,3,11,-1,-1,5,24,39,34,50,37,44,46,53,43,18,27,16,19,26,42,28,39,53,63,28,38,25,41,10,12,71,46,47,65,67,21,0,1,21,1,3,1,2,1,2,0,1,1,0,0,0,0,4
David,Duke,Berkeley,MO,Berkeley High School,19,4,77,198,Providence Friars,1,3,0,-1,5,39,59,30,42,12,13,0,0,0,32,54,12,13,45,64,35,42,56,70,16,24,34,41,72,89,100,27,44,76,48,75,0,29,974,141,324,79,187,83,98,12,77,75,28,4,45,51,4
Drew,Edwards,Fremont,CA,Washington High School,21,4,76,190,Providence Friars,3,25,-1,-1,5,59,70,28,33,24,28,8,9,10,20,28,42,50,55,66,5,5,84,98,17,20,30,36,49,60,43,43,58,72,71,4,0,29,945,143,392,44,161,114,133,12,91,111,24,0,61,77,4
Andrew,Fonts,Monument,CO,Lewis-Palmer High School,18,1,74,175,Providence Friars,2,24,0,-1,5,28,36,30,53,51,60,32,39,31,30,47,35,43,38,49,38,59,32,54,19,28,66,81,29,43,28,23,35,85,48,92,0,29,915,86,233,31,82,37,49,20,63,51,34,3,35,55,4
Makai,Ashton-Langford,Fort Bragg,CA,Fort Bragg High School,22,5,75,185,Providence Friars,2,1,0,-1,5,27,27,7,7,36,37,0,0,0,40,49,9,9,92,92,68,68,11,11,34,44,9,9,37,45,19,26,24,89,67,69,0,29,696,75,180,27,87,28,39,35,84,18,7,10,40,58,4
Emmitt,Holt,Riverside,IA,Highland High School,22,3,79,230,Providence Friars,4,15,0,-1,3,47,47,41,52,29,29,0,0,0,34,41,22,23,44,55,78,78,61,61,7,7,39,46,36,42,19,14,26,99,74,4,0,29,607,57,108,1,9,33,62,66,67,11,15,19,28,100,4
Isaiah,Jackson,Riverside,CA,Norte Vista High School,21,2,78,225,Providence Friars,4,44,-1,-1,5,51,77,4,6,27,29,8,13,13,21,29,12,15,62,72,64,74,49,62,20,29,14,21,34,47,39,35,40,68,36,8,0,29,533,40,74,1,2,4,13,46,51,27,17,7,19,77,4
Kris,Monroe,Camp Hill,PA,Cedar Cliff High School,22,1,80,220,Providence Friars,1,2,-1,-1,3,27,32,32,38,55,59,55,64,74,46,46,24,27,8,9,8,8,33,40,20,22,42,51,40,54,60,89,43,38,71,30,0,27,282,15,43,4,19,10,18,12,29,20,6,1,17,23,2
Jimmy,Nichols,Camp Hill,PA,Cedar Cliff High School,22,5,80,220,Providence Friars,1,5,-1,-1,3,48,50,4,4,36,36,95,100,100,46,49,55,55,8,8,13,16,26,27,27,31,31,33,10,10,33,81,44,59,58,79,0,20,240,26,52,0,0,7,19,22,47,2,9,7,13,43,3
A.J.,Reeves,Pittsburgh,PA,Carrick High School,22,3,78,210,Providence Friars,1,10,0,-1,5,29,43,62,75,97,97,67,67,56,44,47,74,74,25,34,35,44,29,34,34,43,41,45,20,22,56,75,52,37,64,39,0,27,234,14,30,1,3,5,6,2,16,16,4,1,14,14,5
Nate,Watson,Prophetstown,IL,Prophetstown High School,22,4,82,250,Providence Friars,2,0,-1,-1,1,59,63,50,56,34,40,75,75,68,47,47,46,47,45,47,29,36,16,19,75,83,68,68,28,36,41,79,53,28,66,30,0,21,229,20,38,8,18,9,11,6,14,4,7,1,11,22,5
Maliek,White,Florala,AL,Florala High School,21,1,75,190,Providence Friars,3,4,0,-1,5,37,49,24,28,33,40,50,61,68,74,95,80,81,6,8,46,61,13,21,23,31,36,41,62,67,90,75,49,39,72,18,0,18,118,8,24,0,7,8,14,0,9,5,1,0,15,3,5
Kalif,Young,New Castle,PA,Shenango Area High School,22,3,81,250,Providence Friars,3,13,0,-1,3,73,73,63,63,75,75,87,87,69,91,91,32,36,57,64,23,28,51,51,66,66,80,81,17,25,37,75,66,48,100,83,0,2,36,2,4,0,0,1,2,3,8,0,0,2,2,9,5
Evan,Boudreaux,Urbana,IL,Urbana High School,21,3,80,220,Purdue Boilermakers,3,12,-1,-1,3,50,60,30,36,53,64,37,50,42,52,67,41,56,50,63,38,48,16,23,52,64,56,81,17,24,64,69,59,35,62,73,0,5,12,1,1,0,0,4,8,1,1,0,0,0,0,2,5
Ryan,Cline,Pittsburgh,PA,Langley High School,18,2,78,195,Purdue Boilermakers,4,14,0,-1,5,22,26,66,88,76,76,40,63,73,54,63,43,74,17,27,32,47,30,47,52,62,27,45,42,57,34,70,94,38,79,93,0,26,750,95,198,3,17,79,113,20,38,72,46,5,64,58,5
Nojel,Eastern,Benicia,CA,Benicia High School,19,4,78,220,Purdue Boilermakers,2,20,0,-1,5,37,47,7,9,31,32,27,39,45,28,40,43,62,32,50,64,83,23,39,52,63,77,90,86,100,41,54,54,60,40,55,0,26,614,79,211,13,50,55,81,29,78,37,32,4,56,53,5
Carsen,Edwards,Brockway,PA,Brockway Area High School,21,1,73,200,Purdue Boilermakers,3,3,0,-1,5,71,74,38,45,47,53,57,65,65,28,36,65,72,43,59,59,75,17,22,62,62,24,31,51,60,4,51,70,73,59,24,0,25,591,44,118,4,16,26,54,16,33,28,40,3,78,53,5
Grady,Eifert,Butler,PA,Butler Area High School,19,4,78,220,Purdue Boilermakers,4,24,0,-1,3,47,59,75,91,64,66,10,14,13,46,60,30,34,37,47,34,53,60,73,29,45,50,60,29,44,9,68,48,47,85,54,0,26,562,77,116,0,0,23,55,36,72,9,17,11,36,69,5
Matt,Haarms,Compton,CA,Centennial High School,20,4,87,250,Purdue Boilermakers,2,32,0,0,1,34,37,42,54,34,41,0,0,0,37,43,11,13,48,61,87,88,41,52,40,46,61,65,79,87,61,34,46,81,55,1,0,26,558,72,154,0,1,35,71,37,69,12,17,16,44,80,5
Eric,Hunter,Martin,SD,Bennett County High School,21,5,75,170,Purdue Boilermakers,1,2,0,-1,5,30,45,44,56,42,42,34,39,34,35,49,45,62,56,63,90,90,58,60,13,15,30,33,45,50,51,43,53,63,66,60,0,26,493,44,123,8,30,20,46,23,54,25,23,2,38,51,5
Kyle,King,Wallingford,PA,Strath Haven High School,19,4,78,215,Purdue Boilermakers,1,23,0,0,3,27,33,56,77,42,47,6,8,7,49,85,20,32,55,66,52,68,11,18,16,25,50,65,26,40,51,36,49,73,70,21,0,25,429,45,140,33,106,4,5,8,17,9,6,1,30,30,5
Tommy,Luce,Port Allegany,PA,Port Allegany High School,22,3,70,155,Purdue Boilermakers,3,15,0,-1,5,32,32,11,13,35,35,9,9,8,47,49,45,52,34,45,83,83,91,92,40,58,25,34,64,64,51,20,45,100,56,45,0,25,407,12,59,3,29,7,15,7,23,18,28,5,33,35,5
Sasha,Stefanovic,Goodyear,AZ,Millennium High School,18,1,76,195,Purdue Boilermakers,1,55,0,-1,5,46,63,32,44,24,28,17,27,29,29,36,17,24,28,47,86,100,31,43,26,33,49,61,63,96,17,12,33,92,54,84,0,19,392,45,131,20,63,19,30,20,43,11,13,11,19,34,5
Aaron,Wheeler,Walsenburg,CO,John Mall High School,21,3,81,200,Purdue Boilermakers,1,1,0,-1,3,36,42,28,39,32,32,30,40,33,74,87,30,32,32,42,23,32,12,12,44,57,11,12,30,44,60,81,51,32,58,78,0,13,257,12,42,0,10,10,12,2,17,14,7,0,17,29,4
Trevion,Williams,Murphysboro,IL,Murphysboro High School,20,5,81,280,Purdue Boilermakers,1,50,0,-1,3,18,23,41,64,55,69,55,74,86,42,57,69,89,26,32,11,18,18,30,38,60,25,39,20,32,89,85,46,31,43,12,0,23,112,4,15,3,9,4,4,2,7,9,3,0,7,14,4
Abdulai,Bundu,Long Beach,MS,Long Beach Senior High School,19,3,79,215,Quinnipiac Bobcats,4,34,0,-1,3,24,37,43,59,30,32,48,68,56,49,49,26,35,19,23,35,50,20,32,63,71,30,46,11,15,10,80,43,41,70,62,0,4,59,10,20,0,0,4,12,10,8,2,2,4,8,10,4
Travis,Atson,Athena,OR,Weston Mc Ewen High School,21,2,77,205,Quinnipiac Bobcats,3,15,0,-1,5,20,29,36,41,46,57,77,77,65,44,52,47,52,24,30,22,32,32,48,43,57,51,70,35,53,49,91,43,37,65,36,0,26,868,136,324,95,217,61,75,9,67,79,31,0,53,57,4
Kevin,Marfo,Meredith,NH,Inter-Lakes High School,20,3,80,245,Quinnipiac Bobcats,3,45,0,-1,3,33,47,34,43,75,75,66,79,71,23,36,50,75,24,30,25,37,4,5,25,40,21,26,42,60,96,63,76,38,71,44,0,26,837,131,306,63,157,47,56,16,107,43,19,7,53,35,4
Tyree,Pickron,Jefferson,OR,Jefferson High School,22,2,75,180,Quinnipiac Bobcats,1,10,-1,-1,5,24,27,62,70,45,52,42,55,56,32,40,15,23,18,21,25,30,43,47,17,23,9,9,18,23,97,64,54,59,57,73,0,26,731,70,141,0,0,52,85,64,99,47,14,10,48,63,4
Jacob,Rigoni,Prineville,OR,Crook County High School,19,2,78,190,Quinnipiac Bobcats,2,25,0,-1,3,47,76,12,14,34,40,48,67,60,34,43,22,26,21,37,13,18,41,56,24,31,14,22,11,21,31,84,88,35,53,59,0,26,650,71,146,0,0,34,52,51,98,41,12,6,48,85,4
Aaron,Robinson,Cleveland,AL,Cleveland High School,19,1,78,215,Quinnipiac Bobcats,4,0,0,-1,5,37,61,42,69,38,42,31,38,32,29,48,8,10,40,62,35,44,36,55,43,54,12,21,43,64,77,43,52,67,23,37,0,25,602,19,47,8,25,15,27,10,72,76,35,0,38,43,4
Tyrese,Williams,Bonavista,Canada,,22,1,75,185,Quinnipiac Bobcats,1,5,-1,-1,5,32,38,10,11,36,43,20,24,21,11,15,32,37,47,58,14,20,54,72,62,64,33,47,43,49,75,61,52,49,89,2,0,26,479,54,135,6,22,23,34,2,38,44,7,0,35,28,4
Cameron,Young,Rockaway Beach,OR,Neah-Kah-Nie High School,21,5,78,205,Quinnipiac Bobcats,4,1,0,-1,5,22,30,23,26,57,57,39,46,41,11,13,12,15,71,71,57,60,58,63,32,43,63,63,11,15,12,52,71,73,67,9,0,19,318,35,65,0,0,16,36,28,39,7,6,11,11,30,4
Rich,Kelly,Cottage Grove,OR,Cottage Grove High School,21,2,73,175,Quinnipiac Bobcats,2,22,-1,0,5,43,57,16,22,49,52,0,0,0,36,51,20,23,24,31,64,73,39,41,20,29,15,19,51,52,81,36,36,72,80,98,0,20,265,21,43,1,8,15,29,6,20,20,5,3,21,28,4
Kyle,Atkins,Chiloquin,OR,Chiloquin High School,22,2,72,160,Quinnipiac Bobcats,1,23,0,-1,5,58,58,19,22,7,7,33,45,44,58,62,46,50,84,84,43,48,32,32,21,28,5,5,66,66,41,47,42,81,61,93,0,17,147,9,23,0,1,4,14,10,25,3,4,0,15,17,4
Jack,Higgins,Boardman,OR,Riverside High School,21,4,73,170,Quinnipiac Bobcats,1,32,0,-1,5,26,28,28,34,47,50,0,0,0,11,14,16,24,70,70,92,92,64,64,22,28,22,30,52,52,97,37,40,84,35,67,0,14,142,14,53,12,43,10,13,4,7,5,4,0,9,14,4
Leroy,Butts,North Bend,OR,North Bend High School,22,3,79,210,Radford Highlanders,2,13,0,-1,3,48,52,11,11,27,30,0,0,0,16,21,30,38,93,93,63,63,90,90,59,61,20,26,46,46,66,20,48,96,76,51,0,8,125,21,31,0,0,9,13,16,11,6,1,3,5,14,4
John,Caldwell,Sparks,NV,Reed High School,20,3,77,200,Radford Highlanders,3,12,-1,-1,5,56,72,24,44,34,41,13,21,22,31,57,24,29,45,83,38,55,58,81,41,66,35,48,43,68,35,23,31,74,58,63,0,8,61,1,7,0,0,4,6,3,6,0,2,1,3,7,4
Travis,Fields,Salem,OR,Sprague High School,19,4,70,170,Radford Highlanders,3,11,-1,0,5,20,32,27,34,28,38,4,6,5,36,50,11,20,33,42,23,31,32,50,29,41,37,52,27,47,26,20,40,63,24,24,0,26,870,138,319,67,151,91,124,14,38,96,31,0,51,41,4
Cle'von,Greene,Gervais,OR,Gervais High School,20,1,73,175,Radford Highlanders,1,3,0,-1,5,28,36,25,31,61,68,50,63,58,47,52,38,44,21,26,39,52,9,13,60,64,34,44,25,29,31,93,56,33,62,61,0,24,772,51,158,40,125,27,34,21,39,55,10,0,33,27,2
Donald,Hicks,Riddle,OR,Riddle High School,21,1,75,200,Radford Highlanders,3,5,0,-1,5,16,24,15,22,61,61,70,77,91,77,77,31,44,25,38,7,10,47,52,31,40,63,63,24,35,36,76,54,38,54,89,0,27,748,103,181,0,1,42,105,104,163,22,14,34,36,67,2
Devonnte,Holland,Juneau,AK,Juneau Douglas High School,18,4,79,240,Radford Highlanders,3,15,0,-1,1,29,40,12,18,7,8,52,76,89,61,73,38,62,5,8,19,25,31,44,23,39,23,28,23,28,36,82,44,28,48,67,0,27,663,78,206,13,52,63,86,24,56,48,23,6,43,63,2
Devin,Hutchinson,Gold Beach,OR,Gold Beach High School,21,2,77,195,Radford Highlanders,3,0,0,-1,5,53,59,44,48,46,46,26,36,38,63,71,15,20,7,7,24,31,27,28,82,82,30,36,37,50,7,84,87,39,92,46,0,26,633,88,210,22,70,54,65,40,102,19,18,31,24,75,2
Josiah,Jeffers,Church Point,LA,Church Point High School,19,1,73,160,Radford Highlanders,1,4,0,-1,5,28,38,19,31,40,45,36,56,52,36,43,73,90,15,25,20,32,30,38,4,4,22,36,18,26,44,70,56,55,73,57,0,18,486,76,207,31,86,47,62,17,54,57,24,9,62,41,2
Carlik,Jones,Ashland,OR,Ashland High School,21,2,73,180,Radford Highlanders,2,1,0,-1,5,22,24,50,50,44,44,41,53,57,13,15,21,27,15,16,20,21,20,22,54,63,8,8,4,4,55,71,75,53,52,3,0,27,457,53,123,1,12,45,76,47,80,13,25,7,20,61,2
Tristan,Owens,Grants Pass,OR,Hidden Valley High School,21,1,77,205,Radford Highlanders,4,2,-1,-1,3,17,26,35,45,13,15,13,20,22,29,34,16,23,34,40,10,12,56,65,31,40,22,30,24,36,95,57,51,62,49,10,0,19,233,22,52,2,10,8,16,7,21,6,7,5,21,28,2
Ed,Polite,Satellite Beach,FL,Satellite Senior High School,19,3,77,225,Radford Highlanders,4,24,0,0,3,22,38,19,32,40,52,8,11,11,21,26,5,8,16,21,51,73,13,21,12,23,19,31,15,22,46,49,68,45,58,31,0,26,229,9,14,0,0,6,9,11,25,2,4,7,12,63,2
Mawdo,Sallah,Westminster,MD,Westminster Senior High School,20,5,80,230,Radford Highlanders,4,20,-1,-1,2,32,38,26,34,10,12,31,38,35,18,24,42,52,29,44,25,32,24,36,29,36,47,68,13,15,10,59,74,63,49,90,0,23,227,16,42,11,32,13,20,7,6,6,6,1,17,22,2
Anias,Saunders,Gresham,OR,Gresham High School,20,5,74,195,Radford Highlanders,2,23,0,0,5,20,25,16,20,35,41,0,0,0,13,20,29,42,20,32,21,33,44,54,22,29,30,40,41,53,58,21,44,75,47,33,0,17,94,3,12,0,2,3,9,7,11,1,4,8,5,17,2
Caleb,Tanner,Kalamazoo,MI,Loy Norrix High School,22,1,73,180,Radford Highlanders,4,10,0,-1,5,47,47,31,44,71,71,34,34,29,26,36,13,14,41,42,35,39,17,20,12,12,47,55,14,15,1,38,43,80,76,44,0,27,985,123,277,11,39,89,132,45,63,130,54,8,70,71,2
Eric,Dadika,Hood River,OR,Hood River Valley High School,22,5,72,175,Rhode Island Rams,3,13,-1,-1,5,36,41,9,13,47,47,0,0,0,16,20,8,10,73,100,46,48,30,39,27,37,32,44,69,72,73,33,56,78,72,24,0,25,847,109,277,52,143,95,114,33,88,48,29,4,41,60,2
Jeff,Dowtin,Prineville,OR,Crook County High School,19,3,75,180,Rhode Island Rams,3,11,0,-1,5,64,78,27,40,9,14,0,0,0,18,28,10,20,23,29,58,95,38,50,20,35,8,10,37,58,39,36,48,91,20,64,0,27,717,104,187,0,0,48,84,64,63,22,8,39,35,93,2
Jordan,Green,Grants Pass,OR,Grants Pass High School,19,4,69,160,Rhode Island Rams,3,20,0,-1,5,31,44,29,40,26,30,0,0,0,19,34,7,10,20,29,42,53,26,32,8,16,24,43,35,58,57,28,22,85,40,65,0,27,644,53,131,32,87,33,45,20,54,36,30,1,24,55,2
Jermaine,Harris,Dalton,GA,Dalton High School,23,3,80,220,Rhode Island Rams,1,0,-1,-1,3,44,44,27,38,58,58,27,36,34,29,41,10,10,59,68,46,46,68,74,39,50,50,60,67,67,40,34,36,100,61,70,0,23,629,88,190,7,16,68,96,36,78,40,22,12,57,94,2
Cyril,Langevine,Woodville,TX,Woodville High School,21,1,80,225,Rhode Island Rams,3,10,-1,-1,3,10,14,12,14,46,51,21,29,24,46,46,30,37,7,12,7,10,11,20,54,87,9,14,10,19,37,74,76,38,25,5,0,26,505,68,170,20,62,64,82,15,17,40,15,0,40,52,1
Will,Leviton,Dilley,TX,Dilley High School,21,3,68,150,Rhode Island Rams,4,2,-1,-1,5,10,14,45,49,36,43,30,32,32,44,44,27,40,5,5,27,34,27,36,40,45,25,30,11,15,55,90,61,28,58,52,0,27,342,22,54,6,17,12,23,19,45,11,18,11,17,48,1
Tyrese,Martin,Grosse Ile,MI,Grosse Ile Township High School,18,3,78,195,Rhode Island Rams,1,4,0,-1,5,21,31,39,63,58,62,28,42,36,48,48,27,44,12,16,33,41,43,75,23,41,20,28,26,36,72,85,75,31,71,52,0,25,279,23,45,0,8,27,36,31,29,6,5,3,9,25,1
Ryan,Preston,Canyon,TX,Canyon High School,20,1,79,230,Rhode Island Rams,4,5,0,-1,3,27,31,29,44,62,72,42,46,44,19,27,31,34,6,7,22,28,32,41,28,34,19,26,16,19,79,84,91,41,55,44,0,20,180,9,57,0,3,21,31,10,19,5,7,2,18,21,1
Daron,Russell,Turbotville,PA,Warrior Run High School,21,1,70,165,Rhode Island Rams,2,1,-1,-1,5,31,37,37,44,52,55,6,8,7,18,22,12,15,7,10,25,37,13,18,17,24,35,42,5,8,63,67,57,48,54,76,0,6,141,18,38,2,9,14,19,13,15,7,4,4,9,25,1
Omar,Silverio,Stephenville,TX,Stephenville High School,21,1,76,190,Rhode Island Rams,1,15,-1,-1,5,21,28,51,75,38,38,30,38,45,22,25,29,39,55,73,28,35,15,21,42,46,34,38,6,8,17,68,69,37,32,63,0,7,122,21,50,2,11,15,19,3,16,13,4,0,13,20,1
Dana,Tate,Kakabeka Falls,Canada,,20,4,79,210,Rhode Island Rams,1,12,-1,-1,3,23,41,24,39,26,30,8,11,9,22,27,12,17,33,59,20,26,16,24,13,19,24,34,14,17,8,48,45,44,16,43,0,6,15,2,3,0,1,0,0,1,1,0,1,0,0,1,1
Michael,Tertsea,Amarillo,TX,Highland Park High School,20,3,82,230,Rhode Island Rams,3,55,0,-1,1,11,13,7,10,31,31,4,4,5,27,38,20,28,18,24,39,44,38,60,16,19,83,100,5,5,51,42,51,71,51,64,0,5,14,2,4,0,1,0,0,0,3,0,1,0,0,0,1
Christion,Thompson,Trion,GA,Trion High School,20,5,76,190,Rhode Island Rams,3,25,0,-1,5,46,66,28,32,6,6,15,23,27,20,29,35,46,33,46,21,30,24,37,29,42,75,94,30,31,31,63,60,62,31,3,0,27,853,133,276,50,110,79,113,6,93,39,27,2,61,34,3
Aris,Tsourgiannis,Whittier,CA,La Serna High School,20,2,80,200,Rhode Island Rams,1,21,0,-1,3,29,38,9,13,7,9,0,0,0,30,40,25,45,60,80,18,28,33,49,34,51,23,40,24,39,21,22,45,82,25,16,0,27,851,81,213,28,88,49,84,25,90,111,37,1,47,32,3
Ako,Adams,Hazlet,NJ,Raritan High School,19,4,74,175,Rice Owls,3,3,0,0,5,23,30,39,63,22,28,13,23,24,23,35,18,32,55,84,19,26,28,40,7,10,21,37,25,38,31,30,36,63,30,23,0,22,588,66,169,21,54,59,81,20,88,37,25,0,55,41,3
