FName,LName,City,State,HS,Age,Body,Height,Weight,Team,Class,#,RedShirted,Scholarship,Position,Inside,PInside,Jumpshot,PJumpshot,Ft,PFt,3p,P3p,3pUsage,Handling,PHandling,Passing,PPassing,ORb,PORb,DRb,PDRb,PostD,PPostD,PerD,PPerD,Stealing,PStealing,Blocking,PBlocking,Fouling,Quickness,Jumping,Strength,Stamina,Intelligence,OverallPot,Games,Minutes,FGM,FGA,FTM,FTA,3PM,3PA,OReb,DReb,Ast,Stl,Blk,TO,PF,Prestige
Noah,GURLEY,Fayetteville,GA,Fayette County HS,19,2,80,190,Furman,2,4,0,-1,3,50,50,62,62,59,59,38,38,33,40,40,31,31,41,41,43,43,38,38,42,42,41,41,37,37,47,59,61,47,100,41,5,15,435,82,146,40,56,11,25,22,46,30,14,10,40,37,0
Gerald,DRUMGOOLE JR.,Rochester,NY,La Lumiere School,18,3,77,200,Pittsburgh,1,4,0,-1,4,57,57,0,0,0,0,0,0,44,45,45,6,6,24,24,26,26,29,29,45,45,43,43,12,12,77,59,60,43,50,50,5,5,49,2,10,5,9,0,7,6,4,2,2,0,7,6,0
Xavier,JOHNSON,Woodbridge,VA,Bishop O'Connell HS,20,3,75,190,Pittsburgh,2,1,0,-1,5,44,44,56,56,59,59,62,62,49,48,48,48,48,11,11,48,48,30,30,59,59,54,54,6,6,57,74,54,44,100,52,6,13,425,55,129,32,45,14,36,4,46,66,16,1,49,31,5
Trey,MCGOWENS,Pendleton,SC,Hargrave Military Academy,19,3,75,185,Pittsburgh,2,2,0,-1,4,47,47,54,54,58,58,45,45,50,42,42,34,34,14,14,39,39,25,25,59,59,54,54,10,10,54,60,63,44,100,45,5,13,414,51,116,41,58,14,43,6,42,35,24,2,37,32,0
Xavier,GREEN,Williamsburg,VA,Williamsburg Christian Academy,21,2,78,200,Old Dominion,3,10,-1,-1,4,48,48,52,52,66,66,61,61,54,39,39,26,26,24,24,42,42,27,27,34,34,32,32,6,6,63,60,52,46,100,46,5,13,445,72,188,19,25,19,54,13,48,24,8,1,43,29,0
A.J.,OLIVER II,Birmingham,AL,D.W. Daniel HS,20,3,77,190,Old Dominion,1,11,0,-1,4,55,55,36,36,65,65,43,43,65,45,45,39,39,19,19,27,27,24,24,40,40,36,36,20,20,73,57,58,37,100,49,5,3,86,12,32,6,8,8,19,3,7,2,3,2,4,5,5
Aaron,CARVER,Elizabeth City,NC,South Kent School,21,3,79,225,Old Dominion,4,13,0,-1,2,44,44,35,35,33,33,0,0,0,48,48,11,11,65,65,78,78,50,50,32,32,38,38,32,32,45,32,42,73,70,39,4,13,310,21,42,11,20,0,0,32,85,3,12,5,11,27,0
Jordan,ROLAND,Syracuse,NY,Westhill HS,22,2,73,171,Northeastern,4,12,-1,-1,5,43,43,78,78,85,85,77,77,76,63,63,26,26,8,8,31,31,25,25,56,56,49,49,15,15,74,85,56,34,100,60,4,14,521,108,211,58,65,42,102,4,40,27,24,5,27,26,0
E.J.,CRAWFORD,Hartford,CT,St. Thomas More Prep,22,3,78,210,Iona,4,2,0,-1,4,53,53,58,58,75,75,36,36,40,41,41,13,13,24,24,37,37,31,31,50,50,44,44,14,14,72,60,63,45,100,48,4,7,257,39,89,28,34,7,27,8,25,5,10,2,20,13,0
Tajuan,AGEE,Chicago,IL,Hyde Park HS,22,2,81,215,Iona,4,12,0,-1,2,45,58,36,61,51,68,22,31,30,36,36,23,26,33,47,46,65,33,50,20,30,25,39,37,53,41,38,56,55,100,35,4,7,237,33,60,42,54,4,11,13,45,20,8,11,30,23,3
Tevin,BROWN,Fairhope,AL,Fairhope HS,21,3,77,180,Murray State,2,10,0,-1,4,47,47,71,71,64,64,82,82,82,49,49,35,35,15,15,47,47,33,33,46,46,41,41,13,13,78,64,60,46,100,58,5,12,434,65,150,35,47,36,82,7,54,37,14,3,23,19,0
Jordan,BURNS,San Antonio,TX,John Marshall HS,20,2,72,175,Colgate,3,1,0,-1,5,42,42,66,66,76,76,68,68,77,62,62,41,41,14,14,30,30,23,23,58,58,51,51,12,12,80,80,46,34,100,65,5,13,421,73,177,20,24,38,105,7,31,50,21,3,28,17,0
Rapolas,IVANAUSKAS,Kaunas,Lithuania,Barrington HS,21,3,83,225,Colgate,4,25,0,-1,2,57,57,55,55,64,64,39,39,45,39,39,30,30,40,40,69,69,49,49,19,19,31,31,44,44,28,41,48,67,87,33,4,13,385,64,153,27,36,12,54,17,77,31,7,10,39,44,0
Justin,TURNER,Detroit,MI,Renaissance HS,21,3,76,205,Bowling Green,3,1,0,-1,4,56,56,68,68,95,95,56,56,50,46,46,33,33,23,23,52,52,31,31,60,60,54,54,7,7,69,70,60,51,93,53,6,7,201,50,100,25,26,11,27,6,32,26,13,0,13,11,0
Dylan,FRYE,Miami,FL,Mater Academy,22,3,74,185,Bowling Green,4,5,0,-1,5,57,57,54,54,52,52,57,57,66,54,54,42,42,17,17,39,39,25,25,32,32,31,31,6,6,52,74,46,40,88,51,4,13,388,64,177,20,30,28,92,8,42,58,5,1,33,32,0
Daeqwon,PLOWDEN,Philadelphia,PA,Mastery Charter School,20,3,78,210,Bowling Green,3,25,0,-1,4,44,44,67,67,95,95,49,49,47,49,49,20,20,55,55,63,63,50,50,43,43,41,41,49,49,49,59,66,57,100,43,5,13,405,63,127,30,31,13,36,31,71,14,13,17,18,34,0
Malachi,FLYNN,Tacoma,WA,Bellarmine Preparatory School,21,3,74,180,San Diego State,3,22,-1,-1,5,39,39,65,65,64,64,77,77,73,72,72,50,50,17,17,34,34,25,25,60,60,52,52,8,8,70,79,52,37,100,67,5,14,432,73,170,39,52,32,74,9,38,71,23,2,21,24,3
Keandre,COOK,Baltimore,MD,Edmondson-Westside HS,22,3,77,183,Missouri State,4,1,0,-1,4,38,38,65,65,78,78,69,69,67,43,43,23,23,18,18,49,49,37,37,43,43,38,38,20,20,66,62,65,47,100,48,3,14,485,65,160,49,58,27,69,10,64,21,14,6,35,29,0
Kyle,LOFTON,Hillside,NJ,Putnam Science Academy,20,3,75,180,St. Bonaventure,2,0,0,-1,5,59,59,53,53,87,87,34,34,37,67,67,52,52,15,15,23,23,20,20,48,48,42,42,10,10,72,68,49,32,100,66,5,13,502,67,175,39,43,12,49,9,27,86,17,3,30,26,0
Osun,OSUNNIYI,Pleasantville,NJ,Putnam Science Academy,20,1,82,190,St. Bonaventure,2,21,0,-1,2,62,62,46,46,46,46,0,0,0,45,45,17,17,64,64,71,71,53,53,22,22,31,31,66,66,43,40,54,62,86,39,5,9,216,38,67,13,20,0,0,23,54,9,5,26,13,20,0
Dominick,WELCH,Buffalo,NY,Spire Academy,21,2,77,185,St. Bonaventure,2,1,0,-1,4,37,37,68,68,69,69,75,75,86,47,47,25,25,30,30,44,44,31,31,49,49,43,43,18,18,59,59,52,46,100,47,5,13,469,58,142,11,14,38,95,18,55,23,17,5,27,33,0
Emanuel,MILLER,Scarborough,Canada,Prolific Prep,19,3,79,213,Texas A&M,1,5,0,-1,2,46,46,40,40,27,27,0,0,10,48,48,15,15,52,52,62,62,40,40,32,32,38,38,23,23,40,35,42,63,85,38,5,11,235,21,48,7,14,0,8,18,48,8,10,1,10,23,0
Cashius,MCNEILLY,Scarborough,Canada,Thornlea Secondary School,18,3,76,191,Texas A&M,1,13,0,-1,5,67,67,47,47,62,62,39,39,47,64,64,26,26,18,18,44,44,32,32,43,43,43,43,15,15,54,73,53,42,98,52,5,8,196,30,87,11,15,9,38,4,24,23,3,2,10,19,3
Savion,FLAGG,Alvin,TX,Alvin HS,20,3,79,217,Texas A&M,3,1,0,-1,3,41,41,54,54,51,51,51,51,58,41,41,26,26,34,34,43,43,37,37,49,49,45,45,19,19,74,52,52,51,100,51,5,11,343,45,104,19,29,17,47,14,36,22,14,3,32,15,0
Josh,NEBO,Houston,TX,Cypress Lakes HS,22,4,81,244,Texas A&M,4,32,-1,-1,2,62,62,37,37,42,42,0,0,0,44,44,11,11,65,65,51,51,47,47,16,16,24,24,63,63,50,39,66,61,82,40,3,10,279,41,61,32,52,0,0,30,42,5,2,30,16,22,0
Nijal,PEARSON,Beaumont,TX,Central HS,21,3,77,200,Texas State,4,22,0,-1,4,48,48,62,62,67,67,67,67,65,45,45,27,27,25,25,46,46,37,37,40,40,38,38,21,21,66,66,70,48,94,50,4,14,447,80,192,54,70,29,77,14,55,25,12,6,28,27,0
Paul,MULCAHY,Bayonne,NJ,Gill St. Bernard's HS,18,3,78,205,Rutgers,1,4,0,-1,5,64,64,50,50,0,0,21,21,27,68,68,37,37,28,28,43,43,35,35,49,49,48,48,20,20,57,63,52,43,72,57,5,13,234,22,37,6,10,4,10,8,24,34,6,3,11,18,5
Geo,BAKER,Derry,NH,Proctor Academy,21,3,76,180,Rutgers,3,0,0,-1,4,50,50,58,58,77,77,45,45,57,46,46,38,38,16,16,28,28,31,31,60,60,53,53,41,41,66,61,66,37,98,52,5,13,396,56,138,21,25,17,67,7,25,52,23,12,28,24,0
Ron,HARPER JR.,Franklin Lakes,NJ,Don Bosco Prep,19,3,78,230,Rutgers,2,24,0,-1,4,58,58,53,53,49,49,40,40,44,48,48,18,18,38,38,59,59,46,46,51,51,47,47,37,37,62,59,71,57,94,48,5,13,342,57,125,27,42,12,42,19,60,12,15,9,15,23,0
Myles,JOHNSON,Long Beach,CA,Long Beach Polytechnic HS,19,4,82,255,Rutgers,2,15,0,-1,1,58,58,44,44,17,17,0,0,0,46,46,16,16,78,78,71,71,51,51,14,14,27,27,58,58,40,36,43,75,79,38,5,13,287,52,72,14,33,0,0,45,68,11,5,20,22,28,0
Brandon,RACHAL,Natchitoches,LA,Natchitoches Central HS,20,3,77,215,Tulsa,3,0,-1,-1,4,56,56,62,62,69,69,33,33,33,44,44,24,24,49,49,57,57,45,45,58,58,57,57,37,37,48,63,74,55,94,42,5,13,379,67,131,47,60,7,27,28,63,21,27,10,26,34,0
Isiaha,MIKE,Scarborough,Canada,Trinity International School,22,2,80,200,Southern Methodist,3,15,-1,-1,3,50,50,79,79,85,85,77,77,76,44,44,26,26,48,48,65,65,37,37,49,49,52,52,15,15,42,60,54,60,99,40,4,12,368,70,130,35,39,27,62,24,67,23,21,2,26,35,0
Feron,HUNT,DeSoto,TX,Desoto HS,20,2,80,190,Southern Methodist,2,1,0,-1,3,48,48,65,65,68,68,24,24,24,45,45,20,20,59,59,57,57,46,46,40,40,37,37,43,43,71,54,60,54,100,50,5,12,387,63,108,31,40,5,17,32,60,16,10,12,25,19,0
Kendric,DAVIS,Houston,TX,Sam Houston HS,20,3,71,180,Southern Methodist,2,3,0,-1,5,54,54,65,65,96,96,40,40,43,58,58,48,48,20,20,39,39,26,26,49,49,43,43,15,15,71,76,55,39,100,61,5,8,267,40,90,32,33,8,28,7,30,60,9,3,21,14,0
Tyson,JOLLY,Oklahoma City,OK,ELEV|8 Sports Institute,22,3,76,190,Southern Methodist,3,0,0,-1,4,48,48,63,63,59,59,55,55,53,49,49,34,34,50,50,50,50,37,37,40,40,38,38,31,31,60,62,68,49,100,50,4,12,404,65,124,35,49,16,40,28,55,32,11,8,21,28,0
Vinnie,SHAHID,Minneapolis,MN,Hopkins HS,22,3,71,190,North Dakota State,4,0,0,-1,5,42,42,65,65,72,72,66,66,73,55,55,34,34,12,12,36,36,22,22,55,55,48,48,2,2,84,80,50,38,93,62,3,15,472,78,190,45,56,37,104,6,44,36,21,0,39,17,0
Tyson,WARD,Tampa,FL,Tampa Preparatory School,21,3,78,190,North Dakota State,4,24,0,-1,4,53,53,61,61,69,69,34,34,32,45,45,36,36,58,58,67,67,44,44,41,41,39,39,29,29,44,65,80,57,85,43,4,15,432,75,150,62,79,8,29,35,81,41,13,8,31,39,0
Isaiah,MILLER,Covington,GA,Newton County HS,21,3,72,180,UNC Greensboro,3,1,0,-1,5,81,81,49,49,24,24,38,38,36,47,47,38,38,54,54,37,37,21,21,64,64,64,64,2,2,51,86,53,38,87,47,5,15,405,109,247,29,62,12,54,31,40,42,35,0,42,33,0
James,DICKEY,Raleigh,NC,Word of God Christian Academy,23,2,82,200,UNC Greensboro,4,21,0,-1,2,55,55,41,41,29,29,0,0,0,47,47,23,23,71,71,65,65,49,49,28,28,35,35,59,59,39,37,49,59,77,39,3,15,394,50,90,17,33,0,0,45,83,22,13,31,23,38,0
Dericko,WILLIAMS,Kinston,NC,Winston-Salem Prep,18,3,80,220,UNC Greensboro,1,15,0,-1,2,54,54,25,25,8,8,12,12,12,36,36,9,9,50,50,59,59,45,45,33,33,43,43,55,55,39,40,57,61,34,32,4,9,77,18,34,8,22,1,2,10,28,3,7,9,13,15,0
Jayvon,GRAVES,Malvern,OH,St. Vincent St. Mary HS,21,3,75,193,Buffalo,3,3,0,-1,4,50,50,68,68,58,58,75,75,75,45,45,35,35,45,45,40,40,32,32,49,49,43,43,19,19,78,66,62,44,100,56,5,13,435,78,170,31,44,34,85,27,45,38,16,5,30,19,0
Davonta,JORDAN,Cocoa,FL,Florida Air Academy,22,3,74,187,Buffalo,4,4,0,-1,5,40,40,67,67,36,36,76,76,75,47,47,49,49,12,12,54,54,40,40,64,64,62,62,34,34,58,74,60,46,87,52,4,13,385,65,128,16,29,27,62,5,61,72,34,10,47,28,0
Josh,MBALLA,Bordeaux,France,Putnam Science Academy,20,3,79,215,Buffalo,2,34,0,-1,2,64,64,33,33,28,28,0,0,1,45,45,21,21,78,78,59,59,42,42,39,39,46,46,43,43,27,41,61,61,90,33,5,13,327,55,98,31,61,0,1,55,60,15,19,11,20,38,0
Mustapha,HERON,Waterbury,CT,Sacred Heart HS,22,3,77,220,St. John's,4,14,0,-1,4,49,49,62,62,69,69,67,67,58,40,40,24,24,23,23,33,33,31,31,41,41,48,48,25,25,41,72,84,45,74,37,4,11,277,52,127,43,55,20,49,6,17,19,8,4,24,30,5
LJ,FIGUEROA,Lawrence,MA,West Oaks Academy,21,2,78,195,St. John's,3,30,0,-1,4,47,47,56,56,57,57,67,67,66,48,48,30,30,32,32,48,48,37,37,52,52,57,57,40,40,34,66,72,49,87,39,5,14,377,70,183,33,47,29,77,17,52,31,27,11,20,42,0
Josh,ROBERTS,Troy,AL,Montverde Academy,19,3,81,210,St. John's,2,1,0,-1,2,54,54,45,45,15,15,0,0,0,53,53,19,19,78,78,58,58,53,53,31,31,33,33,62,62,48,37,48,59,89,44,4,14,350,46,77,7,17,0,0,50,63,14,10,33,9,29,0
Rylan,JONES,Holladay,UT,Olympus HS,18,2,72,175,Utah,1,15,0,-1,5,32,32,70,70,77,77,77,77,92,59,59,44,44,9,9,33,33,18,18,48,48,43,43,2,2,56,69,44,35,100,55,6,12,362,40,83,29,33,27,56,3,34,60,16,0,28,28,0
Timmy,ALLEN,Mesa,AZ,Red Mountain HS,19,3,78,210,Utah,2,1,0,-1,3,62,62,59,59,71,71,19,19,17,41,41,33,33,24,24,73,73,48,48,34,34,34,34,15,15,71,63,70,65,100,51,5,13,442,96,186,81,102,4,16,11,88,35,9,3,37,23,0
Jordan,BRUNER,Columbia,SC,Spring Valley HS,22,3,81,205,Yale,4,23,0,-1,2,48,48,56,56,40,40,56,56,59,47,47,37,37,38,38,73,73,57,57,34,34,33,33,58,58,67,39,47,67,100,53,4,14,474,68,140,18,30,18,51,24,111,49,13,34,31,26,0
Paul,ATKINSON,West Palm Beach,FL,Westminster Academy,20,3,82,220,Yale,3,20,0,-1,2,66,66,56,56,56,56,19,19,16,44,44,22,22,47,47,51,51,47,47,35,35,34,34,44,44,66,43,53,58,100,48,5,14,459,91,141,47,65,4,8,31,70,19,14,16,31,26,0
Azar,SWAIN,Brockton,MA,Rivers School,21,3,72,185,Yale,3,5,0,-1,5,43,43,61,61,68,68,62,62,77,59,59,29,29,10,10,41,41,25,25,38,38,36,36,2,2,87,77,46,40,100,64,5,14,482,71,194,35,45,42,126,5,52,29,11,0,34,15,0
Mason,PEATLING,Melbourne,Australia,Beaconhills College,22,3,80,220,Eastern Washington,4,14,0,-1,2,68,68,53,53,40,40,29,29,30,46,46,30,30,68,68,53,53,38,38,16,16,29,29,50,50,13,45,52,59,76,30,4,13,335,81,153,27,45,7,29,37,53,28,7,16,21,46,0
Jacob,DAVISON,Long Beach,CA,Cantwell-Sacred Heart of Mary HS,20,2,76,175,Eastern Washington,3,10,0,-1,4,59,59,60,60,51,51,56,56,54,39,39,33,33,24,24,41,41,28,28,60,60,56,56,14,14,51,71,63,44,92,43,5,13,369,85,180,31,47,19,59,11,41,38,25,3,35,31,0
Kim,AIKEN JR.,Redlands,CA,East Valley HS,20,3,79,215,Eastern Washington,2,24,0,-1,4,49,49,71,71,73,73,70,70,81,45,45,19,19,42,42,85,85,64,64,58,58,55,55,40,40,47,64,68,70,100,41,5,13,405,73,161,30,37,38,102,23,117,13,24,11,25,35,0
Elijah,CHILDS,Kansas City,MO,Lee's Summit West HS,20,3,79,225,Bradley,3,10,0,-1,3,59,59,55,55,66,66,13,13,13,46,46,19,19,78,78,67,67,53,53,31,31,29,29,48,48,72,56,58,64,98,51,5,11,334,69,136,19,25,2,11,39,64,13,4,13,17,16,4
Darrell,BROWN,Memphis,TN,Germantown HS,21,3,70,190,Bradley,4,5,0,-1,5,38,38,56,56,66,66,61,61,63,61,61,48,48,15,15,28,28,19,19,42,42,38,38,2,2,67,73,62,34,100,61,4,14,479,50,170,65,85,25,73,9,33,73,13,0,34,28,0
Carlton,BRAGG JR.,Cleveland,OH,Villa Angela-St. Joseph HS,24,3,82,225,New Mexico,4,15,-1,-1,2,60,60,53,53,68,68,15,15,12,45,45,16,16,78,78,78,78,54,54,34,34,39,39,51,51,38,42,62,73,80,36,3,13,355,60,109,53,65,3,5,46,95,10,15,18,21,35,0
JaQuan,LYLE,Evansville,IN,IMG Academy,23,3,77,210,New Mexico,4,5,-1,-1,4,44,44,68,68,70,70,69,69,66,35,35,43,43,13,13,42,42,29,29,48,48,43,43,11,11,62,64,66,47,100,47,3,16,557,89,190,70,89,31,79,7,62,76,20,3,69,37,0
Xavier,HILL-MAIS,Greensboro,NC,Walter Hines Page Senior HS,23,4,79,248,Oakland,4,14,0,-1,2,62,62,53,53,49,49,26,26,28,43,43,28,28,42,42,60,60,50,50,35,35,36,36,40,40,47,43,51,67,92,42,3,15,469,93,178,43,64,7,31,27,88,28,16,12,35,39,0
Kameron,EDWARDS,Rancho Cucamonga,CA,Etiwanda HS,23,3,78,230,Pepperdine,4,20,0,-1,2,62,62,52,52,68,68,28,28,29,42,42,17,17,40,40,51,51,41,41,30,30,33,33,29,29,44,44,51,59,94,38,3,14,447,89,195,53,65,8,36,24,68,12,12,7,31,39,0
Kessler,EDWARDS,Rancho Cucamonga,CA,Etiwanda HS,20,2,80,190,Pepperdine,2,15,0,-1,3,40,40,63,63,66,66,78,78,75,48,48,22,22,62,62,53,53,43,43,41,41,38,38,48,48,57,54,64,52,100,46,5,14,456,66,138,48,60,27,55,42,69,19,16,21,23,32,0
Colbey,ROSS,Aurora,CO,Eaglecrest HS,20,3,73,180,Pepperdine,3,4,0,-1,5,51,51,58,58,81,81,57,57,65,46,46,56,56,15,15,32,32,21,21,38,38,34,34,9,9,66,78,55,36,100,56,5,15,550,90,226,79,86,34,102,11,50,108,15,3,65,33,0
Zack,BRYANT,Hastings,FL,Providence School,22,3,74,183,UAB,3,1,0,-1,5,59,59,50,50,50,50,51,51,56,64,64,48,48,12,12,33,33,24,24,55,55,49,49,18,18,58,73,57,37,100,58,2,34,1136,181,416,94,138,49,153,17,102,134,62,13,77,78,3
Jalen,BENJAMIN,Raleigh,NC,Meadowcreek HS,18,1,70,140,UAB,1,13,0,-1,5,52,52,53,53,76,76,46,46,62,49,49,25,25,16,16,27,27,17,17,41,41,36,36,8,8,67,76,50,28,100,51,4,14,402,53,138,41,47,20,71,9,30,19,12,2,42,24,0
Brian,WARREN,Indianapolis,IN,Howe Military School,22,1,69,160,Texas Arlington,4,0,0,-1,5,62,62,56,56,72,72,47,47,53,63,63,43,43,14,14,31,31,18,18,45,45,42,42,5,5,38,80,48,34,87,49,4,14,414,70,176,33,41,19,73,7,33,54,14,1,26,41,0
David,AZORE,Houston,TX,Clear Brook HS,19,3,76,205,Texas Arlington,2,4,0,-1,4,38,38,69,69,78,78,66,66,58,44,44,41,41,18,18,58,58,34,34,42,42,40,40,7,7,50,64,72,54,100,46,5,14,425,61,129,67,79,19,39,9,68,52,13,1,33,35,0
Ryan,BETLEY,Downingtown,PA,Downingtown West HS,22,3,77,195,Pennsylvania,4,0,0,-1,4,43,43,72,72,68,68,71,71,82,54,54,24,24,11,11,55,55,42,42,51,51,44,44,25,25,71,61,59,52,95,55,4,11,356,55,119,14,18,29,77,3,57,20,14,6,10,19,0
AJ,BRODEUR,Northborough,MA,Northfield Mount Hermon School,22,4,80,230,Pennsylvania,4,25,0,-1,2,62,62,52,52,50,50,26,26,27,44,44,41,41,55,55,60,60,47,47,29,29,36,36,54,54,44,42,50,63,94,43,4,11,350,70,136,25,37,7,22,29,66,56,12,21,29,31,0
Jordan,DINGLE,Valley Stream,NY,Blair Academy,19,3,75,200,Pennsylvania,1,3,0,-1,4,48,48,61,61,35,35,65,65,71,37,37,30,30,20,20,37,37,25,25,36,36,34,34,8,8,65,63,56,44,100,47,5,9,307,53,121,13,24,22,64,7,29,24,6,1,35,19,0
Devon,GOODMAN,Laverock,PA,Germantown Academy,22,2,72,165,Pennsylvania,4,12,0,-1,5,49,49,57,57,48,48,55,55,58,62,62,35,35,20,20,35,35,22,22,49,49,43,43,6,6,72,74,48,36,100,61,4,11,376,54,123,23,36,16,51,10,35,41,13,1,24,19,0
Ahsan,ASADULLAH,Atlanta,GA,North Clayton HS,21,5,81,277,Lipscomb,2,23,0,-1,1,64,64,42,42,14,14,8,8,9,38,38,33,33,69,69,74,74,49,49,20,20,36,36,54,54,15,39,41,81,92,28,5,13,334,83,161,15,37,2,10,35,81,36,12,16,40,45,0
KJ,JOHNSON,Lewisburg,TN,Marshall County HS,18,1,73,154,Lipscomb,1,0,0,-1,4,51,51,63,63,70,70,53,53,54,46,46,30,30,19,19,34,34,22,22,43,43,38,38,5,5,82,73,71,36,100,57,5,14,367,67,138,56,71,19,50,8,31,28,10,0,22,13,0
Amadou,SOW,Bamako,Mali,Prolific Prep Academy,21,4,81,235,UC Santa Barbara,2,12,0,-1,2,64,64,56,56,62,62,26,26,25,39,39,16,16,55,55,60,60,47,47,28,28,36,36,49,49,33,44,54,64,93,32,5,15,389,80,145,47,61,7,20,32,74,12,14,18,37,41,0
Max,HEIDEGGER,Malibu,CA,Crespi Carmelite HS,22,3,75,180,UC Santa Barbara,4,21,0,-1,5,61,61,56,56,76,76,35,35,45,60,60,24,24,14,14,25,25,18,18,40,40,38,38,5,5,68,71,46,32,92,56,4,6,187,31,72,15,18,7,28,3,10,18,4,0,11,12,0
Jaquori,MCLAUGHLIN,Tacoma,WA,Peninsula HS,21,3,76,190,UC Santa Barbara,3,3,0,-1,4,38,38,73,73,76,76,72,72,66,52,52,40,40,11,11,37,37,25,25,37,37,36,36,8,8,59,62,64,42,100,52,5,15,509,71,142,63,76,22,53,5,47,60,12,2,25,36,0
Jalen,CONE,Walkertown,NC,Walkertown HS,19,1,71,170,Virginia Tech,1,15,0,-1,5,35,35,59,59,0,0,84,84,80,54,54,16,16,12,12,34,34,22,22,39,39,39,39,6,6,48,80,47,37,50,44,6,14,176,26,60,8,9,19,36,1,14,7,1,0,14,20,5
Landers,NOLLEY II,Fairburn,GA,Langston Hughes HS,19,3,79,230,Virginia Tech,1,2,0,-1,4,49,49,68,68,66,66,81,81,77,36,36,35,35,15,15,65,65,46,46,42,42,39,39,17,17,73,66,61,60,100,51,6,14,409,86,198,32,42,40,93,7,74,35,12,4,44,21,0
Carlik,JONES,Cincinnati,OH,Aiken HS,22,3,73,180,Radford,3,1,-1,-1,5,60,60,48,48,56,56,55,55,56,55,55,46,46,13,13,38,38,22,22,46,46,40,40,7,7,69,77,59,39,97,59,4,13,391,83,168,58,76,22,46,7,52,71,20,2,33,22,3
Travis,FIELDS,Portsmouth,VA,I.C. Norcom HS,22,1,70,170,Radford,4,11,0,-1,5,42,42,50,50,59,59,57,57,66,63,63,34,34,10,10,24,24,16,16,36,36,34,34,5,5,62,70,48,31,91,57,4,12,371,43,106,30,40,22,49,4,23,38,9,1,22,25,0
Bryson,WILLIAMS,Fresno,CA,Theodore Roosevelt HS,22,2,80,225,UTEP,4,11,-1,-1,2,66,66,63,63,69,69,60,60,52,40,40,16,16,32,32,63,63,51,51,25,25,28,28,40,40,42,47,59,64,84,36,4,15,427,100,178,57,69,19,37,17,84,10,8,11,35,38,0
Sayeed,PRIDGETT,Oakland,CA,El Carrito HS,21,2,77,195,Montana,4,4,0,-1,4,71,71,52,52,55,55,14,14,14,40,40,33,33,35,35,59,59,42,42,58,58,53,53,31,31,51,66,66,54,100,43,4,15,543,121,248,39,57,4,25,25,89,40,30,11,47,44,0
Kendal,MANUEL,Billings,MT,Skyview HS,22,2,76,180,Montana,4,2,0,-1,4,43,43,61,61,85,85,53,53,60,48,48,24,24,9,9,37,37,28,28,43,43,38,38,14,14,82,62,59,41,100,57,4,15,519,72,182,43,48,25,85,4,49,24,15,4,26,20,0
Tray,BOYD III,Memphis,TN,Olive Branch HS,21,2,76,185,East Tennessee State,4,1,0,-1,4,41,41,69,69,79,79,71,71,77,47,47,32,32,16,16,25,25,27,27,63,63,57,57,21,21,70,69,60,37,68,53,4,16,369,77,174,23,27,37,97,6,21,34,27,5,21,20,3
Jeromy,RODRIGUEZ,Santiago,Dominican Republic,Pope John XXII HS,24,3,79,225,East Tennessee State,4,11,0,-1,2,65,65,49,49,44,44,0,0,1,41,41,23,23,78,78,65,65,45,45,35,35,41,41,36,36,37,42,49,65,68,36,2,15,349,66,102,28,44,0,1,45,73,19,16,7,32,35,0
Bo,HODGES,Nashville,TN,Maplewood HS,21,3,76,200,East Tennessee State,3,3,0,-1,4,60,60,55,55,42,42,37,37,33,42,42,36,36,43,43,50,50,43,43,52,52,45,45,43,43,64,63,76,51,93,50,5,16,461,84,159,41,69,9,30,27,63,43,19,14,39,29,0
Terry,TAYLOR,Bowling Green,KY,Bowling Green HS,20,3,77,217,Austin Peay,3,21,0,-1,4,64,64,70,70,49,49,57,57,50,43,43,14,14,72,72,56,56,52,52,49,49,43,43,47,47,69,71,74,55,100,48,5,15,539,145,249,45,70,21,65,55,83,9,20,20,35,30,0
Jordyn,ADAMS,Silsbee,TX,Silsbee HS,18,3,75,200,Austin Peay,1,5,0,-1,4,53,53,52,52,60,60,51,51,54,41,41,28,28,22,22,33,33,24,24,36,36,34,34,14,14,57,63,63,42,100,45,5,15,462,82,190,50,66,20,62,14,43,27,13,4,38,34,0
Eli,PEMBERTON,Middletown,CT,Cheshire Academy,22,3,77,195,Hofstra,4,5,0,-1,4,49,49,60,60,72,72,52,52,53,47,47,29,29,35,35,43,43,32,32,48,48,42,42,13,13,73,62,63,46,100,54,4,17,599,94,220,61,76,23,78,28,69,37,21,4,34,30,0
Desure,BUIE,Bronx,NY,Wings Academy,22,1,72,160,Hofstra,4,4,0,-1,5,40,40,63,63,78,78,67,67,66,56,56,46,46,13,13,30,30,18,18,57,57,51,51,2,2,87,80,53,34,100,66,4,17,600,100,218,87,98,33,79,10,51,91,39,0,50,19,3
Cameron,KRUTWIG,Algonquin,IL,Harry D. Jacobs HS,21,5,81,255,Loyola Chicago,3,25,0,-1,1,62,62,52,52,62,62,0,0,1,47,47,42,42,36,36,70,70,55,55,40,40,39,39,43,43,68,40,45,75,100,54,5,15,466,97,162,53,69,0,2,20,102,65,19,13,38,25,0
